DateTime,CycleCounter,MaxWeldForce,WeldAbsolute,TriggerDistance,WeldTime,WeldPeakPower,CycleTime,AnomalyScore
24-Nov-2021 11:40:20,208574,37,37996,37819,805,291,1986,6
24-Nov-2021 11:40:24,208575,37,37975,37795,788,293,1967,6
24-Nov-2021 11:40:28,208576,36,37993,37808,793,296,1972,6
24-Nov-2021 11:44:05,208577,36,38023,37834,796,293,1977,6
24-Nov-2021 11:44:11,208578,36,38019,37835,790,289,1970,6
24-Nov-2021 11:44:15,208579,36,37999,37815,800,282,1978,6
24-Nov-2021 11:44:19,208580,36,37967,37795,794,288,1973,6
24-Nov-2021 11:44:23,208581,37,37984,37811,806,288,1987,6
24-Nov-2021 11:44:27,208582,36,38001,37812,792,283,1970,6
24-Nov-2021 11:44:33,208583,37,38000,37821,790,283,1970,6
24-Nov-2021 11:44:38,208584,37,38013,37833,796,305,1979,6
24-Nov-2021 11:44:42,208585,36,37993,37812,801,287,1980,6
24-Nov-2021 11:44:46,208586,36,37991,37811,797,289,1978,6
24-Nov-2021 11:44:50,208587,35,38011,37832,796,291,1975,6
24-Nov-2021 11:44:54,208588,36,38056,37847,792,288,1972,6
24-Nov-2021 11:45:00,208589,36,38009,37830,797,291,1980,6
24-Nov-2021 11:45:53,208590,36,38010,37825,789,282,1969,6
24-Nov-2021 11:45:59,208591,35,37984,37788,793,283,1970,6
24-Nov-2021 11:46:03,208592,38,37959,37776,782,307,1959,6
24-Nov-2021 11:46:08,208593,35,37987,37798,787,288,1963,6
24-Nov-2021 11:46:18,208594,36,38018,37837,792,296,1971,6
24-Nov-2021 11:46:22,208595,37,38033,37840,796,285,1975,6
24-Nov-2021 11:46:26,208596,36,38031,37841,796,299,1977,6
24-Nov-2021 11:46:31,208597,38,38027,37816,781,296,1961,6
24-Nov-2021 11:46:35,208598,37,37998,37813,795,296,1975,6
24-Nov-2021 11:46:39,208599,37,38019,37813,776,296,1955,6
24-Nov-2021 11:46:46,208600,36,38012,37826,800,293,1982,6
24-Nov-2021 11:46:50,208601,36,37997,37803,796,289,1975,6
24-Nov-2021 11:46:54,208602,36,38019,37820,784,283,1964,6
24-Nov-2021 11:46:58,208603,37,37997,37810,795,289,1975,6
24-Nov-2021 11:47:02,208604,37,37975,37804,798,283,1979,6
24-Nov-2021 11:47:19,208605,36,38020,37833,785,301,1966,6
24-Nov-2021 11:47:23,208606,35,38045,37850,793,288,1973,6
24-Nov-2021 11:47:27,208607,35,38010,37824,794,282,1973,6
24-Nov-2021 11:47:38,208608,36,38015,37830,786,280,1966,6
24-Nov-2021 11:47:42,208609,37,37983,37794,790,294,1970,6
24-Nov-2021 11:47:46,208610,35,37970,37783,789,276,1966,6
24-Nov-2021 11:54:04,208611,37,37980,37796,794,277,1972,6
24-Nov-2021 11:54:08,208612,36,38011,37828,790,287,1971,6
24-Nov-2021 11:54:17,208613,36,37954,37792,804,282,1983,6
24-Nov-2021 11:54:21,208614,35,37968,37799,795,296,1974,6
24-Nov-2021 11:54:32,208615,36,37969,37819,793,291,1973,6
24-Nov-2021 11:54:35,208616,36,38039,37837,791,289,1971,6
24-Nov-2021 11:54:40,208617,36,38009,37826,791,291,1972,6
24-Nov-2021 11:54:44,208618,37,38021,37836,808,288,1988,6
24-Nov-2021 11:54:48,208619,37,37996,37806,795,288,1976,6
24-Nov-2021 11:54:52,208620,37,37958,37780,794,289,1970,6
24-Nov-2021 11:54:59,208621,37,37997,37812,791,276,1972,6
24-Nov-2021 11:55:03,208622,36,38000,37824,803,278,1984,6
24-Nov-2021 11:55:07,208623,36,38007,37816,792,280,1973,6
24-Nov-2021 11:55:11,208624,36,38011,37824,798,280,1979,6
24-Nov-2021 11:55:15,208625,36,37989,37790,796,282,1973,6
24-Nov-2021 11:55:20,208626,37,38001,37809,802,299,1982,6
24-Nov-2021 11:55:27,208627,36,38016,37828,806,278,1987,6
24-Nov-2021 11:55:31,208628,36,38036,37850,797,277,1980,6
24-Nov-2021 11:55:35,208629,36,38000,37821,804,285,1985,6
24-Nov-2021 11:55:39,208630,37,37994,37820,794,289,1977,6
24-Nov-2021 11:55:48,208631,37,37974,37793,799,287,1976,6
24-Nov-2021 11:55:52,208632,37,37981,37796,802,271,1981,6
24-Nov-2021 11:55:56,208633,36,37990,37820,799,288,1980,6
24-Nov-2021 11:56:07,208634,37,38025,37841,793,291,1973,6
24-Nov-2021 11:56:27,208635,36,38019,37844,802,289,1983,6
24-Nov-2021 11:56:31,208636,36,37997,37826,797,287,1976,6
24-Nov-2021 11:56:39,208637,36,37992,37811,801,294,1980,6
24-Nov-2021 11:56:49,208638,37,37958,37797,805,282,1984,6
24-Nov-2021 11:56:56,208639,36,37979,37801,795,282,1974,6
24-Nov-2021 11:57:05,208640,36,38009,37822,795,278,1976,6
24-Nov-2021 11:57:09,208641,38,37985,37810,804,299,1982,6
24-Nov-2021 11:57:15,208642,36,37984,37821,805,291,1985,6
24-Nov-2021 11:57:19,208643,36,37974,37785,786,287,1962,6
24-Nov-2021 11:57:23,208644,37,37996,37818,799,280,1980,6
24-Nov-2021 11:57:27,208645,37,38007,37828,802,301,1983,6
24-Nov-2021 11:57:33,208646,36,38029,37847,791,277,1974,6
24-Nov-2021 11:57:43,208647,36,38014,37834,793,280,1972,6
24-Nov-2021 11:57:47,208648,36,37983,37811,794,294,1973,6
24-Nov-2021 11:57:54,208649,37,37954,37793,807,289,1986,6
24-Nov-2021 11:57:59,208650,36,37967,37791,798,278,1976,6
24-Nov-2021 11:58:16,208651,37,37986,37815,797,283,1977,6
24-Nov-2021 11:58:21,208652,36,38027,37831,798,285,1978,6
24-Nov-2021 11:58:25,208653,36,38024,37843,805,288,1987,6
24-Nov-2021 11:59:50,208654,35,38016,37838,803,276,1984,6
24-Nov-2021 11:59:54,208655,36,37996,37814,800,285,1980,6
24-Nov-2021 11:59:58,208656,37,37966,37788,788,288,1964,6
24-Nov-2021 12:00:02,208657,37,38002,37807,791,283,1971,6
24-Nov-2021 12:00:10,208658,36,38010,37834,793,278,1976,6
24-Nov-2021 12:00:17,208659,37,38001,37819,791,283,1973,6
24-Nov-2021 12:00:29,208660,36,38004,37817,793,294,1973,6
24-Nov-2021 12:00:40,208661,36,37984,37795,790,287,1967,6
24-Nov-2021 12:00:55,208662,36,37983,37799,784,278,1962,6
24-Nov-2021 12:01:00,208663,37,38004,37816,787,296,1965,6
24-Nov-2021 12:01:06,208664,36,38027,37849,797,282,1977,6
24-Nov-2021 12:01:24,208665,36,38015,37835,786,296,1967,6
24-Nov-2021 12:01:28,208666,36,37998,37833,808,285,1989,6
24-Nov-2021 12:01:39,208667,36,37958,37783,793,278,1969,6
24-Nov-2021 12:01:53,208668,36,37960,37789,795,296,1973,6
24-Nov-2021 12:02:09,208669,36,37992,37820,795,283,1977,6
24-Nov-2021 12:02:16,208670,36,38014,37839,802,296,1983,6
24-Nov-2021 12:02:20,208671,36,38023,37835,789,294,1970,6
24-Nov-2021 12:02:24,208672,36,38001,37826,807,283,1986,6
24-Nov-2021 12:02:28,208673,37,38010,37821,791,280,1971,6
24-Nov-2021 12:02:32,208674,37,37996,37816,801,293,1979,6
24-Nov-2021 12:02:36,208675,37,37987,37801,800,280,1980,6
24-Nov-2021 12:02:43,208676,36,37997,37814,790,289,1970,6
24-Nov-2021 12:02:47,208677,36,37984,37797,780,291,1958,6
24-Nov-2021 12:02:52,208678,37,38001,37824,797,285,1977,6
24-Nov-2021 12:02:56,208679,37,37997,37801,792,273,1969,6
24-Nov-2021 12:03:00,208680,36,37976,37798,792,291,1970,6
24-Nov-2021 12:03:04,208681,37,38015,37833,803,283,1984,6
24-Nov-2021 12:03:11,208682,36,38020,37841,806,280,1987,6
24-Nov-2021 12:03:15,208683,36,38034,37837,801,289,1982,6
24-Nov-2021 12:03:19,208684,35,38003,37830,799,278,1979,6
24-Nov-2021 12:03:23,208685,36,38010,37790,773,289,1952,6
24-Nov-2021 12:03:27,208686,37,37956,37774,794,294,1971,6
24-Nov-2021 12:03:31,208687,37,37987,37792,791,293,1970,6
24-Nov-2021 12:03:38,208688,36,38017,37834,792,291,1973,6
24-Nov-2021 12:03:43,208689,36,38008,37835,804,278,1984,6
24-Nov-2021 12:03:47,208690,36,38039,37854,797,288,1979,6
24-Nov-2021 12:03:51,208691,38,37998,37806,798,289,1977,6
24-Nov-2021 12:03:55,208692,36,37976,37802,807,299,1985,6
24-Nov-2021 12:03:59,208693,37,37980,37814,813,289,1993,6
24-Nov-2021 12:04:06,208694,36,38002,37828,798,293,1982,6
24-Nov-2021 12:04:10,208695,36,37960,37814,808,271,1989,6
24-Nov-2021 12:04:15,208696,36,37990,37813,805,277,1983,6
24-Nov-2021 12:04:19,208697,37,37975,37792,787,288,1966,6
24-Nov-2021 12:04:23,208698,36,37981,37790,784,276,1960,6
24-Nov-2021 12:04:27,208699,37,38019,37831,787,289,1968,6
24-Nov-2021 12:04:33,208700,36,38015,37841,802,287,1982,6
24-Nov-2021 12:04:38,208701,36,38018,37820,788,288,1966,6
24-Nov-2021 12:04:42,208702,36,38001,37827,806,288,1986,6
24-Nov-2021 12:04:46,208703,37,37973,37794,802,287,1980,6
24-Nov-2021 12:05:19,208704,36,37959,37779,790,267,1966,6
24-Nov-2021 12:05:24,208705,35,37982,37796,784,280,1964,6
24-Nov-2021 12:05:35,208706,36,38012,37830,800,287,1980,6
24-Nov-2021 12:05:40,208707,36,38016,37825,801,276,1982,6
24-Nov-2021 12:05:44,208708,37,38006,37836,805,282,1986,6
24-Nov-2021 12:05:48,208709,37,37990,37814,802,283,1981,6
24-Nov-2021 12:05:52,208710,36,37988,37811,792,282,1972,6
24-Nov-2021 12:05:56,208711,36,38010,37805,790,278,1966,6
24-Nov-2021 12:06:03,208712,36,38006,37831,795,283,1975,6
24-Nov-2021 12:06:08,208713,36,37991,37817,804,296,1984,6
24-Nov-2021 12:06:12,208714,36,37999,37804,800,285,1978,6
24-Nov-2021 12:06:16,208715,36,37967,37803,805,285,1984,6
24-Nov-2021 12:06:20,208716,37,37976,37797,803,288,1980,6
24-Nov-2021 12:06:24,208717,37,38012,37821,792,276,1972,6
24-Nov-2021 12:06:30,208718,36,38030,37853,800,293,1982,6
24-Nov-2021 12:06:35,208719,37,38032,37839,792,287,1974,6
24-Nov-2021 12:06:39,208720,36,38009,37832,805,293,1986,6
24-Nov-2021 12:06:43,208721,35,37964,37798,805,293,1983,6
24-Nov-2021 12:06:47,208722,36,37956,37781,800,276,1977,6
24-Nov-2021 12:06:51,208723,37,37976,37801,789,285,1966,6
24-Nov-2021 12:06:58,208724,37,38009,37825,793,288,1975,6
24-Nov-2021 12:07:03,208725,36,38015,37816,788,282,1967,6
24-Nov-2021 12:07:08,208726,36,38012,37840,799,280,1981,6
24-Nov-2021 12:07:12,208727,37,38012,37817,785,297,1965,6
24-Nov-2021 12:07:16,208728,37,37985,37817,796,285,1976,6
24-Nov-2021 12:07:20,208729,37,38016,37826,790,288,1971,6
24-Nov-2021 12:07:26,208730,36,38006,37839,804,288,1984,6
24-Nov-2021 12:07:31,208731,36,38006,37815,789,271,1966,6
24-Nov-2021 12:07:35,208732,36,37984,37804,791,280,1970,6
24-Nov-2021 12:07:39,208733,36,37979,37797,798,278,1977,6
24-Nov-2021 12:07:43,208734,37,37976,37795,791,282,1969,6
24-Nov-2021 12:07:48,208735,37,38014,37816,778,289,1960,6
24-Nov-2021 12:07:54,208736,38,38029,37849,792,299,1976,6
24-Nov-2021 12:07:59,208737,36,38038,37841,789,289,1969,6
24-Nov-2021 12:08:03,208738,37,38009,37837,793,276,1975,6
24-Nov-2021 12:08:07,208739,37,37980,37795,787,299,1967,6
24-Nov-2021 12:08:11,208740,36,37963,37778,787,283,1966,6
24-Nov-2021 12:08:15,208741,37,37990,37793,786,289,1966,6
24-Nov-2021 12:08:21,208742,36,38023,37836,781,283,1962,6
24-Nov-2021 12:08:26,208743,37,38014,37826,781,287,1960,6
24-Nov-2021 12:08:31,208744,37,38002,37817,781,301,1960,6
24-Nov-2021 12:08:35,208745,37,37999,37819,794,294,1974,6
24-Nov-2021 12:08:39,208746,37,38000,37810,797,288,1975,6
24-Nov-2021 12:08:43,208747,37,38010,37828,787,296,1968,6
24-Nov-2021 12:08:49,208748,37,38025,37846,785,299,1969,6
24-Nov-2021 12:08:54,208749,35,38005,37791,792,269,1884,6
24-Nov-2021 12:08:59,208750,35,37989,37808,797,280,1974,6
24-Nov-2021 12:09:03,208751,36,37975,37789,789,285,1970,6
24-Nov-2021 12:09:07,208752,37,37971,37789,783,288,1963,6
24-Nov-2021 12:09:11,208753,37,38008,37812,778,283,1958,6
24-Nov-2021 12:09:17,208754,36,38035,37851,789,294,1970,6
24-Nov-2021 12:09:22,208755,36,38010,37819,781,289,1959,6
24-Nov-2021 12:09:26,208756,37,38008,37839,801,304,1981,6
24-Nov-2021 12:09:30,208757,36,37996,37812,794,278,1972,6
24-Nov-2021 12:09:35,208758,37,37968,37790,788,278,1966,6
24-Nov-2021 12:09:39,208759,37,37984,37800,792,299,1971,6
24-Nov-2021 12:09:44,208760,37,38015,37830,785,294,1966,6
24-Nov-2021 12:09:49,208761,36,37997,37806,785,280,1963,6
24-Nov-2021 12:09:54,208762,36,38002,37834,799,289,1980,6
24-Nov-2021 12:09:58,208763,36,37988,37815,797,285,1978,6
24-Nov-2021 12:10:03,208764,37,38006,37812,787,288,1966,6
24-Nov-2021 12:10:07,208765,37,38003,37827,785,283,1968,6
24-Nov-2021 12:10:12,208766,36,38036,37850,792,277,1975,6
24-Nov-2021 12:10:17,208767,37,37999,37817,784,297,1964,6
24-Nov-2021 12:10:22,208768,37,38012,37813,779,301,1961,6
24-Nov-2021 12:10:26,208769,37,37992,37790,783,291,1963,6
24-Nov-2021 12:10:30,208770,36,37971,37785,787,287,1965,6
24-Nov-2021 12:10:34,208771,37,37990,37815,781,289,1962,6
24-Nov-2021 12:10:40,208772,36,38024,37848,788,293,1972,6
24-Nov-2021 12:10:45,208773,36,38008,37830,792,304,1974,6
24-Nov-2021 12:10:50,208774,36,38004,37838,799,283,1978,6
24-Nov-2021 12:11:00,208775,37,38001,37803,788,293,1968,6
24-Nov-2021 12:11:04,208776,36,37970,37800,785,288,1965,6
24-Nov-2021 12:11:08,208777,36,37987,37804,782,283,1961,6
24-Nov-2021 12:11:12,208778,37,37997,37808,771,301,1951,6
24-Nov-2021 12:11:16,208779,37,37984,37806,781,282,1960,6
24-Nov-2021 12:11:20,208780,37,38005,37825,784,289,1967,6
24-Nov-2021 12:11:27,208781,37,37974,37797,785,278,1966,6
24-Nov-2021 12:11:31,208782,36,38003,37816,783,283,1964,6
24-Nov-2021 12:11:36,208783,37,38019,37830,789,296,1970,6
24-Nov-2021 12:11:40,208784,37,38053,37830,766,294,1948,6
24-Nov-2021 12:12:39,208785,37,38004,37828,793,293,1974,6
24-Nov-2021 12:12:43,208786,36,37982,37810,799,291,1977,6
24-Nov-2021 12:12:47,208787,36,37958,37775,784,301,1960,6
24-Nov-2021 12:12:51,208788,37,37955,37792,790,294,1968,6
24-Nov-2021 12:12:55,208789,37,37983,37811,792,288,1973,6
24-Nov-2021 12:12:59,208790,36,38029,37845,781,294,1962,6
24-Nov-2021 12:13:07,208791,36,38035,37854,783,287,1967,6
24-Nov-2021 12:13:11,208792,36,38034,37847,778,296,1962,6
24-Nov-2021 12:13:15,208793,36,38001,37821,782,277,1963,6
24-Nov-2021 12:13:19,208794,37,37982,37797,784,301,1963,6
24-Nov-2021 12:13:23,208795,37,37958,37799,794,283,1973,6
24-Nov-2021 12:13:27,208796,36,38014,37806,785,276,1964,6
24-Nov-2021 12:13:35,208797,36,38004,37813,779,297,1958,6
24-Nov-2021 12:13:39,208798,36,38003,37818,784,297,1964,6
24-Nov-2021 12:13:43,208799,38,37970,37791,791,287,1969,6
24-Nov-2021 12:13:47,208800,37,37996,37818,787,280,1968,6
24-Nov-2021 12:13:51,208801,36,38011,37828,786,287,1968,6
24-Nov-2021 12:13:55,208802,36,38028,37855,784,283,1967,6
24-Nov-2021 12:14:02,208803,36,37999,37815,788,291,1967,6
24-Nov-2021 12:15:37,208804,36,37993,37822,785,291,1963,6
24-Nov-2021 12:15:50,208805,35,37962,37781,784,283,1961,6
24-Nov-2021 12:15:57,208806,35,37947,37785,788,289,1966,6
24-Nov-2021 12:16:01,208807,36,37985,37810,784,293,1963,6
24-Nov-2021 12:16:05,208808,35,38010,37837,796,291,1978,6
24-Nov-2021 12:16:09,208809,37,38027,37839,781,289,1964,6
24-Nov-2021 12:16:13,208810,37,38026,37845,780,301,1961,6
24-Nov-2021 12:16:18,208811,36,38001,37815,791,283,1972,6
24-Nov-2021 12:16:25,208812,36,37994,37803,786,301,1966,6
24-Nov-2021 12:16:28,208813,37,37972,37812,787,291,1970,6
24-Nov-2021 12:16:32,208814,36,38001,37828,790,285,1971,6
24-Nov-2021 12:16:37,208815,36,37992,37814,785,287,1964,6
24-Nov-2021 12:16:41,208816,37,38011,37824,784,507,1965,5
24-Nov-2021 12:16:46,208817,36,37983,37811,792,280,1974,6
24-Nov-2021 12:16:52,208818,37,37987,37805,776,305,1954,6
24-Nov-2021 12:16:56,208819,36,38003,37817,785,288,1964,6
24-Nov-2021 12:17:00,208820,36,38028,37833,781,289,1961,6
24-Nov-2021 12:17:04,208821,37,38011,37822,775,294,1956,6
24-Nov-2021 12:17:09,208822,37,38005,37821,792,291,1971,6
24-Nov-2021 12:17:13,208823,36,37981,37794,791,278,1970,6
24-Nov-2021 12:17:19,208824,36,37961,37793,791,299,1971,6
24-Nov-2021 12:17:24,208825,37,37968,37799,795,291,1973,6
24-Nov-2021 12:17:28,208826,37,38012,37836,789,291,1972,6
24-Nov-2021 12:17:32,208827,37,38001,37836,801,285,1981,6
24-Nov-2021 12:17:36,208828,37,38024,37847,792,285,1974,6
24-Nov-2021 12:17:41,208829,36,37989,37821,800,288,1980,6
24-Nov-2021 12:17:47,208830,37,37986,37811,788,288,1970,6
24-Nov-2021 12:17:52,208831,36,38000,37814,779,293,1956,6
24-Nov-2021 12:17:56,208832,37,37983,37816,786,294,1967,6
24-Nov-2021 12:18:00,208833,37,37990,37811,790,305,1971,6
24-Nov-2021 12:18:04,208834,37,37996,37818,786,287,1966,6
24-Nov-2021 12:18:09,208835,38,37981,37804,785,288,1965,6
24-Nov-2021 12:18:15,208836,37,37961,37804,790,293,1972,6
24-Nov-2021 12:18:19,208837,36,38019,37827,789,285,1968,6
24-Nov-2021 12:18:24,208838,36,38044,37842,784,299,1964,6
24-Nov-2021 12:18:28,208839,36,38019,37840,785,287,1968,6
24-Nov-2021 12:18:32,208840,37,38011,37832,790,280,1972,6
24-Nov-2021 12:18:37,208841,37,37980,37795,786,296,1965,6
24-Nov-2021 12:18:42,208842,37,37940,37788,790,287,1969,6
24-Nov-2021 12:18:47,208843,36,37976,37796,792,291,1970,6
24-Nov-2021 12:18:51,208844,36,38041,37842,777,294,1960,6
24-Nov-2021 12:18:56,208845,36,38017,37834,790,288,1971,6
24-Nov-2021 12:19:00,208846,36,38012,37841,795,288,1975,6
24-Nov-2021 12:19:04,208847,37,37993,37812,778,308,1959,6
24-Nov-2021 12:19:10,208848,36,37983,37813,780,291,1961,6
24-Nov-2021 12:19:15,208849,36,38007,37818,774,288,1954,6
24-Nov-2021 12:19:19,208850,37,38009,37832,785,302,1967,6
24-Nov-2021 12:19:23,208851,37,37987,37802,775,291,1955,6
24-Nov-2021 12:19:28,208852,37,38002,37812,769,302,1953,6
24-Nov-2021 12:19:32,208853,37,37995,37807,776,293,1957,6
24-Nov-2021 12:19:38,208854,35,37980,37810,785,278,1964,6
24-Nov-2021 12:19:42,208855,37,38000,37830,776,291,1956,6
24-Nov-2021 12:19:47,208856,35,38035,37855,784,278,1967,6
24-Nov-2021 12:19:51,208857,37,38009,37828,781,296,1961,6
24-Nov-2021 12:19:55,208858,37,38003,37825,788,293,1968,6
24-Nov-2021 12:19:59,208859,37,37974,37795,785,294,1965,6
24-Nov-2021 12:20:05,208860,37,37962,37780,771,296,1948,6
24-Nov-2021 12:20:10,208861,37,37999,37795,776,285,1952,6
24-Nov-2021 12:20:15,208862,36,38010,37831,780,296,1962,6
24-Nov-2021 12:20:19,208863,35,38019,37820,779,287,1958,6
24-Nov-2021 12:20:23,208864,38,37992,37825,779,312,1960,6
24-Nov-2021 12:20:27,208865,37,37989,37811,782,299,1960,6
24-Nov-2021 12:20:33,208866,37,37972,37804,772,288,1951,6
24-Nov-2021 12:20:38,208867,36,38004,37821,781,283,1960,6
24-Nov-2021 12:20:43,208868,35,37998,37822,788,299,1965,6
24-Nov-2021 12:20:47,208869,37,37991,37802,771,285,1952,6
24-Nov-2021 12:21:14,208870,37,37983,37815,782,296,1963,6
24-Nov-2021 12:21:18,208871,37,37949,37788,775,293,1953,6
24-Nov-2021 12:21:22,208872,36,37974,37801,782,294,1961,6
24-Nov-2021 12:21:32,208873,37,38010,37826,774,296,1954,6
24-Nov-2021 12:21:37,208874,37,38043,37851,771,310,1955,6
24-Nov-2021 12:21:41,208875,36,37993,37818,783,289,1963,6
24-Nov-2021 12:21:47,208876,38,38024,37823,767,307,1948,6
24-Nov-2021 12:22:18,208877,37,37976,37791,786,299,1965,6
24-Nov-2021 12:22:22,208878,36,37968,37794,781,293,1959,6
24-Nov-2021 12:22:26,208879,37,37971,37801,781,297,1961,6
24-Nov-2021 12:22:36,208880,36,38006,37824,778,294,1956,6
24-Nov-2021 12:22:41,208881,36,38013,37826,779,283,1959,6
24-Nov-2021 12:22:45,208882,37,38028,37840,782,289,1968,6
24-Nov-2021 12:22:49,208883,37,37982,37811,786,285,1966,6
24-Nov-2021 12:23:05,208884,36,37987,37820,778,293,1958,6
24-Nov-2021 12:23:17,208885,37,37972,37810,777,302,1957,6
24-Nov-2021 12:23:23,208886,36,38007,37835,781,293,1962,6
24-Nov-2021 12:23:27,208887,37,37977,37804,777,299,1957,6
24-Nov-2021 12:23:31,208888,36,37984,37813,786,296,1966,6
24-Nov-2021 12:23:47,208889,37,37973,37798,771,299,1951,6
24-Nov-2021 12:23:51,208890,37,37966,37799,785,288,1965,6
24-Nov-2021 12:23:55,208891,36,38002,37817,781,289,1962,6
24-Nov-2021 12:23:59,208892,37,38000,37851,794,296,1976,6
24-Nov-2021 12:24:03,208893,36,38007,37832,782,297,1963,6
24-Nov-2021 12:24:07,208894,37,38003,37822,779,294,1959,6
24-Nov-2021 12:24:15,208895,36,37960,37789,779,291,1957,6
24-Nov-2021 12:24:19,208896,37,37953,37792,787,287,1966,6
24-Nov-2021 12:24:23,208897,37,37969,37799,779,301,1960,6
24-Nov-2021 12:24:27,208898,37,38003,37827,780,305,1960,6
24-Nov-2021 12:24:31,208899,36,38002,37829,776,296,1957,6
24-Nov-2021 12:24:36,208900,36,38010,37832,780,297,1963,6
24-Nov-2021 12:26:07,208901,36,37995,37820,776,291,1958,6
24-Nov-2021 12:26:53,208902,38,37977,37819,778,283,1959,6
24-Nov-2021 12:26:59,208903,36,38001,37826,775,282,1957,6
24-Nov-2021 12:27:03,208904,37,38001,37830,795,297,1974,6
24-Nov-2021 12:27:07,208905,35,37993,37812,778,293,1957,6
24-Nov-2021 12:27:11,208906,37,37973,37797,770,299,1949,6
24-Nov-2021 12:27:16,208907,36,37972,37787,788,287,1967,6
24-Nov-2021 12:27:21,208908,37,37961,37787,776,273,1957,6
24-Nov-2021 12:27:27,208909,37,37986,37823,787,305,1967,6
24-Nov-2021 12:27:31,208910,37,38023,37856,781,301,1966,6
24-Nov-2021 12:27:35,208911,36,38007,37830,783,288,1962,6
24-Nov-2021 12:27:39,208912,37,38023,37834,783,297,1963,6
24-Nov-2021 12:27:43,208913,36,37974,37795,779,294,1959,6
24-Nov-2021 12:27:49,208914,36,37969,37788,785,283,1964,6
24-Nov-2021 12:27:55,208915,36,37984,37799,778,291,1955,6
24-Nov-2021 12:27:59,208916,36,37993,37822,790,289,1969,6
24-Nov-2021 12:28:03,208917,36,37995,37818,780,287,1962,6
24-Nov-2021 12:28:07,208918,37,38008,37830,783,294,1965,6
24-Nov-2021 12:28:12,208919,37,37977,37792,783,299,1961,6
24-Nov-2021 12:28:17,208920,35,37981,37804,783,297,1960,6
24-Nov-2021 12:28:23,208921,36,38013,37825,780,299,1961,6
24-Nov-2021 12:28:27,208922,37,37989,37844,800,302,1982,6
24-Nov-2021 12:28:31,208923,36,38000,37821,778,293,1959,6
24-Nov-2021 12:28:35,208924,36,37991,37816,776,297,1955,6
24-Nov-2021 12:28:39,208925,36,37971,37779,787,291,1965,6
24-Nov-2021 12:28:45,208926,37,37954,37780,778,291,1956,6
24-Nov-2021 12:28:50,208927,37,37990,37814,780,285,1959,6
24-Nov-2021 12:28:54,208928,35,38019,37848,782,293,1963,6
24-Nov-2021 12:28:59,208929,37,38017,37839,785,293,1969,6
24-Nov-2021 12:29:03,208930,37,38016,37839,780,288,1964,6
24-Nov-2021 12:29:07,208931,37,37986,37809,785,299,1965,6
24-Nov-2021 12:29:13,208932,36,37962,37787,784,272,1963,6
24-Nov-2021 12:29:18,208933,36,37965,37790,781,296,1958,6
24-Nov-2021 12:29:22,208934,37,37992,37820,781,285,1960,6
24-Nov-2021 12:29:26,208935,36,38001,37818,775,297,1959,6
24-Nov-2021 12:29:31,208936,36,37995,37824,780,293,1961,6
24-Nov-2021 12:29:35,208937,37,37982,37806,787,277,1968,6
24-Nov-2021 12:29:40,208938,36,37987,37811,785,282,1963,6
24-Nov-2021 12:29:46,208939,35,38020,37827,769,299,1947,6
24-Nov-2021 12:29:50,208940,36,38028,37850,781,288,1963,6
24-Nov-2021 12:29:54,208941,36,38007,37819,777,304,1956,6
24-Nov-2021 12:29:58,208942,37,37998,37821,778,299,1960,6
24-Nov-2021 12:30:02,208943,37,37971,37777,777,291,1955,6
24-Nov-2021 12:30:08,208944,37,37949,37783,786,296,1966,6
24-Nov-2021 12:30:13,208945,36,37981,37803,779,283,1957,6
24-Nov-2021 12:30:18,208946,36,38031,37827,769,297,1948,6
24-Nov-2021 12:30:22,208947,37,38029,37853,783,299,1969,6
24-Nov-2021 12:30:26,208948,37,38019,37835,771,294,1952,6
24-Nov-2021 12:30:30,208949,37,38002,37815,766,302,1946,6
24-Nov-2021 12:30:36,208950,35,37964,37791,782,287,1957,6
24-Nov-2021 12:30:41,208951,35,37960,37761,780,282,1869,6
24-Nov-2021 12:30:45,208952,36,37975,37797,782,299,1960,6
24-Nov-2021 12:30:50,208953,37,37984,37804,787,289,1965,6
24-Nov-2021 12:30:54,208954,37,37999,37825,776,302,1961,6
24-Nov-2021 12:30:58,208955,37,37991,37809,779,285,1961,6
24-Nov-2021 12:31:04,208956,37,37962,37792,776,297,1956,6
24-Nov-2021 12:31:09,208957,36,37991,37823,777,304,1958,6
24-Nov-2021 12:31:13,208958,37,37991,37834,786,301,1967,6
24-Nov-2021 12:31:17,208959,37,37980,37820,785,304,1967,6
24-Nov-2021 12:31:22,208960,37,37996,37815,774,289,1957,6
24-Nov-2021 12:31:26,208961,37,37949,37772,774,291,1952,6
24-Nov-2021 12:31:31,208962,36,37951,37775,780,283,1957,6
24-Nov-2021 12:31:36,208963,35,37976,37799,781,276,1959,6
24-Nov-2021 12:31:41,208964,36,38007,37833,781,280,1961,6
24-Nov-2021 12:31:45,208965,37,38017,37833,774,301,1954,6
24-Nov-2021 12:31:50,208966,36,38012,37831,779,288,1959,6
24-Nov-2021 12:31:54,208967,37,37979,37800,785,294,1963,6
24-Nov-2021 12:31:59,208968,35,37968,37754,764,287,1852,6
24-Nov-2021 12:32:04,208969,36,37971,37795,783,302,1959,6
24-Nov-2021 12:32:09,208970,36,38002,37818,767,288,1947,6
24-Nov-2021 12:32:13,208971,37,37985,37801,777,304,1956,6
